dataset,size_in_MB,eval_time,AUC_ROC,Precision,Recall,F1
651_YAHOO_id_101_WebService_tr_500_1st_103,0.033477,0.52 s,0.894,0.0686,0.5135,0.1211
743_YAHOO_id_193_WebService_tr_500_1st_133,0.033567,0.51 s,0.7865,0.0573,0.1631,0.0848
559_YAHOO_id_9_WebService_tr_500_1st_538,0.033593,0.51 s,0.9849,0.0569,0.837,0.1065
770_YAHOO_id_220_WebService_tr_500_1st_29,0.033623,0.52 s,0.9548,0.133,0.6007,0.2177
795_YAHOO_id_245_WebService_tr_500_1st_84,0.033708,0.53 s,0.9493,0.1152,0.5872,0.1926
689_YAHOO_id_139_WebService_tr_500_1st_1073,0.033732,0.53 s,0.9435,0.0202,0.5098,0.0388
798_YAHOO_id_248_WebService_tr_500_1st_105,0.033735,0.52 s,0.9442,0.2017,0.5945,0.3012
805_YAHOO_id_255_WebService_tr_500_1st_95,0.033749,0.47 s,0.8924,0.0885,0.3707,0.1429
561_YAHOO_id_11_WebService_tr_500_1st_359,0.033752,0.47 s,0.9841,0.0452,0.7284,0.0851
728_YAHOO_id_178_WebService_tr_500_1st_68,0.033756,0.47 s,0.8243,0.0267,0.1913,0.0468
602_YAHOO_id_52_WebService_tr_500_1st_595,0.033774,0.47 s,0.8193,0.0696,0.4341,0.1199
757_YAHOO_id_207_WebService_tr_500_1st_33,0.033807,0.51 s,0.7383,0.0,0.0,0.0
612_YAHOO_id_62_WebService_tr_500_1st_97,0.033835,0.51 s,0.8822,0.2653,0.4497,0.3337
652_YAHOO_id_102_WebService_tr_500_1st_174,0.033857,0.51 s,0.9147,0.2617,0.5574,0.3562
735_YAHOO_id_185_WebService_tr_500_1st_20,0.033893,0.53 s,0.9411,0.0991,0.59,0.1697
737_YAHOO_id_187_WebService_tr_500_1st_230,0.033917,0.47 s,0.8368,0.0222,0.1761,0.0394
754_YAHOO_id_204_WebService_tr_500_1st_28,0.033918,0.48 s,0.9575,0.1866,0.544,0.2779
629_YAHOO_id_79_WebService_tr_500_1st_222,0.033946,0.47 s,0.5817,0.0428,0.1197,0.063
655_YAHOO_id_105_WebService_tr_500_1st_17,0.033955,0.47 s,0.9469,0.2087,0.659,0.317
572_YAHOO_id_22_WebService_tr_500_1st_377,0.033968,0.47 s,0.909,0.2814,0.5355,0.369
646_YAHOO_id_96_WebService_tr_500_1st_121,0.033997,0.49 s,0.852,0.0947,0.3286,0.147
609_YAHOO_id_59_WebService_tr_500_1st_17,0.034005,0.47 s,0.8697,0.1346,0.4472,0.2069
700_YAHOO_id_150_WebService_tr_500_1st_82,0.034006,0.48 s,0.9318,0.2321,0.5309,0.323
796_YAHOO_id_246_WebService_tr_500_1st_222,0.034007,0.48 s,0.5849,0.0046,0.0455,0.0083
771_YAHOO_id_221_WebService_tr_500_1st_61,0.034009,0.47 s,0.8718,0.1978,0.3848,0.2613
630_YAHOO_id_80_WebService_tr_500_1st_631,0.034037,0.52 s,0.8491,0.0801,0.4615,0.1365
654_YAHOO_id_104_WebService_tr_500_1st_20,0.034039,0.52 s,0.871,0.0936,0.4026,0.1519
690_YAHOO_id_140_WebService_tr_500_1st_696,0.034043,0.51 s,0.7643,0.0303,0.1783,0.0519
688_YAHOO_id_138_WebService_tr_500_1st_482,0.034046,0.52 s,0.8844,0.0234,0.3265,0.0437
697_YAHOO_id_147_WebService_tr_500_1st_225,0.034048,0.52 s,0.7823,0.0778,0.2024,0.1124
745_YAHOO_id_195_WebService_tr_500_1st_326,0.034063,0.52 s,0.6325,0.0432,0.1401,0.0661
682_YAHOO_id_132_WebService_tr_500_1st_354,0.034065,0.51 s,0.6858,0.0762,0.213,0.1123
706_YAHOO_id_156_WebService_tr_500_1st_201,0.034067,0.51 s,0.741,0.1114,0.2383,0.1518
604_YAHOO_id_54_WebService_tr_500_1st_116,0.034071,0.51 s,0.7123,0.0591,0.2049,0.0917
661_YAHOO_id_111_WebService_tr_500_1st_279,0.034078,0.51 s,0.8005,0.1758,0.4974,0.2598
596_YAHOO_id_46_WebService_tr_500_1st_666,0.034083,0.51 s,0.8607,0.0494,0.4013,0.088
677_YAHOO_id_127_WebService_tr_500_1st_46,0.034118,0.53 s,0.4972,0.0104,0.0297,0.0154
144_MSL_id_5_Sensor_tr_1525_1st_4590,0.036611,2.15 s,0.4294,0.0109,0.0154,0.0128
019_NAB_id_19_Facility_tr_1007_1st_1171,0.03837,1.36 s,0.5931,0.2878,0.0275,0.0502
011_NAB_id_11_Facility_tr_1007_1st_1526,0.039511,1.37 s,0.8679,0.972,0.23,0.3719
001_NAB_id_1_Facility_tr_1007_1st_2014,0.040634,1.37 s,0.5188,1.0,0.012,0.0236
002_NAB_id_2_WebService_tr_1500_1st_4106,0.040965,2.10 s,0.6777,0.826,0.0275,0.0532
022_NAB_id_22_Facility_tr_1007_1st_2980,0.041698,1.39 s,0.8475,0.7663,0.1179,0.2044
531_SMAP_id_1_Sensor_tr_1811_1st_4510,0.043476,2.56 s,0.9472,1.0,0.0123,0.0243
004_NAB_id_4_Facility_tr_1007_1st_1437,0.044654,1.36 s,0.8576,1.0,0.0074,0.0148
542_SMAP_id_12_Sensor_tr_1908_1st_4690,0.047744,2.67 s,0.8877,1.0,0.0642,0.1207
141_MSL_id_2_Sensor_tr_500_1st_550,0.047861,0.72 s,0.6219,0.3116,0.0357,0.0641
538_SMAP_id_8_Sensor_tr_2007_1st_3650,0.05048,2.82 s,0.9,0.6105,0.3289,0.4275
147_MSL_id_8_Sensor_tr_590_1st_690,0.051673,0.78 s,0.5887,0.2517,0.0583,0.0947
145_MSL_id_6_Sensor_tr_530_1st_630,0.052065,0.77 s,0.6943,0.1618,0.0623,0.09
534_SMAP_id_4_Sensor_tr_1968_1st_4370,0.055128,2.76 s,0.9536,1.0,0.0195,0.0383
400_UCR_id_98_Environment_tr_2046_1st_5391,0.056019,2.90 s,0.2449,0.0,0.0,0.0
495_UCR_id_193_Environment_tr_2046_1st_6520,0.056067,2.64 s,0.421,0.0,0.0,0.0
499_UCR_id_197_Environment_tr_2046_1st_5703,0.056121,2.88 s,0.5241,0.0,0.0,0.0
393_UCR_id_91_Environment_tr_2046_1st_4852,0.056248,2.89 s,0.4973,0.0,0.0,0.0
387_UCR_id_85_Environment_tr_2046_1st_5549,0.056251,2.71 s,0.5927,0.0251,0.096,0.0398
463_UCR_id_161_Environment_tr_2046_1st_6006,0.056258,2.65 s,0.4611,0.0,0.0,0.0
863_OPPORTUNITY_id_22_HumanActivity_tr_808_1st_908,0.064661,2.95 s,0.336,0.2642,0.0512,0.0858
012_NAB_id_12_Synthetic_tr_1007_1st_2787,0.067101,1.28 s,0.2319,0.1029,0.0088,0.0162
015_NAB_id_15_Synthetic_tr_1007_1st_2787,0.067233,1.25 s,0.2595,0.0508,0.0058,0.0105
024_NAB_id_24_Synthetic_tr_1007_1st_2787,0.067242,1.25 s,0.6947,1.0,0.1585,0.2736
020_NAB_id_20_Synthetic_tr_1007_1st_2679,0.067341,1.24 s,0.3654,0.0,0.0,0.0
843_OPPORTUNITY_id_2_HumanActivity_tr_808_1st_908,0.070444,2.94 s,0.4106,0.4512,0.0831,0.1404
855_OPPORTUNITY_id_14_HumanActivity_tr_808_1st_908,0.071539,3.02 s,0.2453,0.0956,0.0176,0.0297
259_TAO_id_3_Environment_tr_500_1st_7,0.071893,3.28 s,0.9997,0.9875,0.6626,0.793
856_OPPORTUNITY_id_15_HumanActivity_tr_808_1st_908,0.072231,2.96 s,0.2612,0.1221,0.0172,0.0301
860_OPPORTUNITY_id_19_HumanActivity_tr_808_1st_908,0.072742,3.27 s,0.3429,0.2547,0.0415,0.0714
858_OPPORTUNITY_id_17_HumanActivity_tr_808_1st_908,0.073282,3.29 s,0.3522,0.591,0.0839,0.147
148_MSL_id_9_Sensor_tr_883_1st_1238,0.073638,1.20 s,0.7384,0.9416,0.1036,0.1866
867_OPPORTUNITY_id_26_HumanActivity_tr_808_1st_908,0.076082,3.24 s,0.2399,0.0964,0.0171,0.0291
853_OPPORTUNITY_id_12_HumanActivity_tr_808_1st_908,0.077564,3.27 s,0.336,0.2636,0.0373,0.0653
334_UCR_id_32_HumanActivity_tr_1671_1st_2764,0.079675,2.42 s,0.3682,0.0165,0.0082,0.011
401_UCR_id_99_HumanActivity_tr_1671_1st_5920,0.079697,2.41 s,0.9111,0.1015,0.2254,0.1399
397_UCR_id_95_Medical_tr_1830_1st_4675,0.079702,2.60 s,0.5125,0.1447,0.0377,0.0598
371_UCR_id_69_Medical_tr_1853_1st_6200,0.080754,2.66 s,0.5329,0.0148,0.0137,0.0142
489_UCR_id_187_Medical_tr_1875_1st_4485,0.081605,2.69 s,0.4826,0.0025,0.0046,0.0033
410_UCR_id_108_Medical_tr_1875_1st_4187,0.081613,2.67 s,0.5969,0.0,0.0,0.0
383_UCR_id_81_Medical_tr_1875_1st_3198,0.081613,2.66 s,0.4236,0.0025,0.0023,0.0024
484_UCR_id_182_Medical_tr_1875_1st_5759,0.081613,2.68 s,0.526,0.0113,0.0116,0.0114
326_UCR_id_24_Medical_tr_1875_1st_4187,0.081625,2.73 s,0.3567,0.0,0.0,0.0
335_UCR_id_33_Medical_tr_1875_1st_4526,0.081632,2.66 s,0.4445,0.0,0.0,0.0
486_UCR_id_184_Medical_tr_1875_1st_5607,0.081632,2.67 s,0.7578,0.0244,0.1222,0.0406
509_UCR_id_207_Medical_tr_1875_1st_6599,0.081656,2.64 s,0.3393,0.0,0.0,0.0
324_UCR_id_22_Medical_tr_1875_1st_5865,0.08169,2.65 s,0.4218,0.0002,0.0002,0.0002
847_OPPORTUNITY_id_6_HumanActivity_tr_808_1st_908,0.082217,3.21 s,0.3491,0.3357,0.0558,0.0958
481_UCR_id_179_Medical_tr_1900_1st_5684,0.082782,2.70 s,0.5487,0.0298,0.0295,0.0296
328_UCR_id_26_Medical_tr_1913_1st_3474,0.083311,2.49 s,0.6525,0.1255,0.0723,0.0918
143_MSL_id_4_Sensor_tr_980_1st_3550,0.084303,1.27 s,0.9392,0.9987,0.5432,0.7036
465_UCR_id_163_HumanActivity_tr_1671_1st_5920,0.086428,2.18 s,0.9011,0.1238,0.2685,0.1695
512_UCR_id_210_HumanActivity_tr_1671_1st_2764,0.086438,2.17 s,0.365,0.0162,0.0086,0.0113
380_UCR_id_78_Medical_tr_1830_1st_4675,0.087095,2.39 s,0.5245,0.0977,0.0429,0.0596
269_IOPS_id_10_WebService_tr_1216_1st_1728,0.087548,1.57 s,0.8637,0.5038,0.4522,0.4766
462_UCR_id_160_Medical_tr_1853_1st_6200,0.088147,2.45 s,0.51,0.01,0.0056,0.0072
321_UCR_id_19_Medical_tr_1875_1st_4485,0.089153,2.46 s,0.4468,0.0,0.0,0.0
524_UCR_id_222_Medical_tr_1875_1st_5865,0.089153,2.49 s,0.4359,0.0,0.0,0.0
396_UCR_id_94_Medical_tr_1875_1st_5607,0.089159,2.47 s,0.799,0.0182,0.1077,0.0312
403_UCR_id_101_Medical_tr_1875_1st_4187,0.089162,2.43 s,0.441,0.0,0.0,0.0
436_UCR_id_134_Medical_tr_1875_1st_4526,0.089168,2.45 s,0.3578,0.0,0.0,0.0
391_UCR_id_89_Medical_tr_1875_1st_5759,0.089186,2.47 s,0.5304,0.0134,0.0139,0.0137
377_UCR_id_75_Medical_tr_1875_1st_6599,0.089187,2.70 s,0.2924,0.0,0.0,0.0
469_UCR_id_167_Medical_tr_1875_1st_4187,0.089196,2.65 s,0.6752,0.0009,0.0176,0.0017
353_UCR_id_51_Medical_tr_1875_1st_3198,0.089198,2.65 s,0.4682,0.0047,0.0063,0.0054
442_UCR_id_140_Medical_tr_1875_1st_4187,0.089198,2.47 s,0.4073,0.0,0.0,0.0
466_UCR_id_164_Medical_tr_1900_1st_5684,0.090316,2.47 s,0.4958,0.0222,0.0213,0.0217
257_TAO_id_1_Environment_tr_500_1st_3,0.090584,3.61 s,0.9986,1.0,0.4496,0.6203
398_UCR_id_96_Medical_tr_1913_1st_3474,0.090971,2.69 s,0.5034,0.0797,0.0155,0.026
359_UCR_id_57_Medical_tr_1913_1st_3474,0.090986,2.74 s,0.5228,0.0399,0.0247,0.0305
156_Stock_id_8_Finance_tr_500_1st_24,0.093974,3.57 s,0.9969,0.982,0.5541,0.7085
151_Stock_id_3_Finance_tr_500_1st_62,0.093983,3.61 s,0.9987,0.9854,0.6027,0.7479
153_Stock_id_5_Finance_tr_500_1st_1,0.094,3.64 s,0.9905,0.9524,0.57,0.7132
161_Stock_id_13_Finance_tr_500_1st_3,0.094036,3.57 s,0.9992,0.9856,0.591,0.7389
167_Stock_id_19_Finance_tr_500_1st_7,0.094036,3.57 s,0.9992,0.9902,0.6504,0.7852
545_SMAP_id_15_Sensor_tr_1173_1st_2750,0.0941,1.64 s,0.9666,0.2402,0.4602,0.3156
096_WSD_id_68_WebService_tr_1341_1st_1441,0.094295,3.83 s,0.4264,0.0079,0.0622,0.014
003_NAB_id_3_WebService_tr_1362_1st_1462,0.095143,5.73 s,0.6621,0.7103,0.0086,0.0169
258_TAO_id_2_Environment_tr_500_1st_4,0.095742,3.70 s,0.999,1.0,0.2031,0.3376
032_WSD_id_4_WebService_tr_4559_1st_11822,0.096177,3.81 s,0.5509,0.0193,0.1429,0.0341
385_UCR_id_83_Environment_tr_2046_1st_6006,0.097263,2.89 s,0.4834,0.0011,0.0037,0.0016
496_UCR_id_194_Environment_tr_2046_1st_5391,0.0973,2.70 s,0.2271,0.0,0.0,0.0
411_UCR_id_109_Environment_tr_2046_1st_4852,0.097313,2.68 s,0.4866,0.0,0.0,0.0
504_UCR_id_202_Environment_tr_2046_1st_5549,0.097315,2.75 s,0.6291,0.0263,0.1005,0.0416
506_UCR_id_204_Environment_tr_2046_1st_5549,0.097319,2.71 s,0.6425,0.0357,0.1428,0.0572
386_UCR_id_84_Environment_tr_2046_1st_5703,0.097325,2.73 s,0.7277,0.0032,0.0228,0.0057
474_UCR_id_172_Environment_tr_2046_1st_6520,0.097354,2.73 s,0.4732,0.0,0.0,0.0
535_SMAP_id_5_Sensor_tr_1113_1st_1890,0.097936,1.39 s,0.9886,0.9994,0.7362,0.8478
072_WSD_id_44_WebService_tr_1691_1st_1791,0.098827,4.18 s,0.7217,0.8964,0.1531,0.2615
006_NAB_id_6_Traffic_tr_2579_1st_5839,0.100637,3.55 s,0.5002,0.0747,0.0127,0.0217
537_SMAP_id_7_Sensor_tr_2077_1st_5394,0.1018,2.74 s,0.8815,1.0,0.1388,0.2438
070_WSD_id_42_WebService_tr_2102_1st_2202,0.102521,3.88 s,0.5042,0.0396,0.135,0.0612
301_TODS_id_15_Synthetic_tr_500_1st_245,0.103218,1.61 s,0.472,0.0247,0.0061,0.0098
303_UCR_id_1_Medical_tr_2499_1st_8000,0.103674,3.69 s,0.2799,0.0,0.0,0.0
374_UCR_id_72_Medical_tr_2500_1st_7000,0.103678,3.59 s,0.5424,0.0026,0.0156,0.0045
304_UCR_id_2_Medical_tr_2499_1st_7000,0.103796,3.57 s,0.5349,0.0086,0.0285,0.0132
514_UCR_id_212_Medical_tr_2499_1st_6508,0.1038,3.60 s,0.3932,0.0021,0.002,0.002
366_UCR_id_64_Medical_tr_2507_1st_8500,0.104061,3.64 s,0.3516,0.0,0.0,0.0
162_Stock_id_14_Finance_tr_500_1st_4,0.104199,3.61 s,0.9956,1.0,0.2614,0.4144
157_Stock_id_9_Finance_tr_500_1st_19,0.104321,3.64 s,0.9896,1.0,0.2615,0.4146
168_Stock_id_20_Finance_tr_500_1st_1,0.104374,3.35 s,0.9842,1.0,0.2563,0.408
163_Stock_id_15_Finance_tr_500_1st_3,0.104468,3.39 s,0.9977,1.0,0.2313,0.3758
150_Stock_id_2_Finance_tr_500_1st_7,0.10456,3.37 s,0.9888,0.9994,0.2361,0.3819
295_TODS_id_9_Synthetic_tr_1250_1st_2046,0.105259,1.62 s,0.4941,0.0644,0.0143,0.0234
287_TODS_id_1_Synthetic_tr_500_1st_11,0.106287,1.60 s,0.8144,0.898,0.0144,0.0283
292_TODS_id_6_Synthetic_tr_500_1st_11,0.106339,1.61 s,0.52,0.5056,0.0074,0.0147
300_TODS_id_14_Synthetic_tr_1250_1st_2555,0.106343,1.74 s,0.4901,0.0566,0.0069,0.0124
294_TODS_id_8_Synthetic_tr_500_1st_200,0.106356,1.74 s,0.5149,0.0813,0.0128,0.0222
293_TODS_id_7_Synthetic_tr_500_1st_7,0.10636,1.75 s,0.5905,0.0058,0.0003,0.0005
296_TODS_id_10_Synthetic_tr_500_1st_26,0.106361,1.74 s,0.5469,0.3209,0.0345,0.0622
288_TODS_id_2_Synthetic_tr_500_1st_65,0.106361,1.76 s,0.5118,0.0944,0.0257,0.0404
289_TODS_id_3_Synthetic_tr_500_1st_26,0.106371,1.74 s,0.3886,0.0,0.0,0.0
290_TODS_id_4_Synthetic_tr_500_1st_26,0.106376,1.75 s,0.462,0.0906,0.0093,0.0168
291_TODS_id_5_Synthetic_tr_500_1st_11,0.106383,1.81 s,0.2259,0.0,0.0,0.0
025_NAB_id_25_WebService_tr_3958_1st_4614,0.10642,5.73 s,0.6553,0.5891,0.0024,0.0048
298_TODS_id_12_Synthetic_tr_500_1st_0,0.106605,1.80 s,0.5818,0.2883,0.0883,0.1352
297_TODS_id_11_Synthetic_tr_500_1st_7,0.106701,1.74 s,0.5312,0.0917,0.0371,0.0528
516_UCR_id_214_HumanActivity_tr_2108_1st_4702,0.106811,3.00 s,0.8291,0.0,0.0,0.0
339_UCR_id_37_Sensor_tr_2750_1st_5400,0.106957,3.94 s,0.5926,0.0881,0.0806,0.0842
479_UCR_id_177_Medical_tr_2000_1st_7000,0.106967,2.89 s,0.5124,0.0721,0.0477,0.0574
299_TODS_id_13_Synthetic_tr_500_1st_65,0.107262,1.74 s,0.6432,0.823,0.1408,0.2405
235_SED_id_2_Medical_tr_2499_1st_3840,0.10946,3.55 s,0.2175,0.0,0.0,0.0
267_IOPS_id_8_WebService_tr_1534_1st_1882,0.109679,2.14 s,0.7512,0.0948,0.1343,0.1111
844_OPPORTUNITY_id_3_HumanActivity_tr_500_1st_566,0.110367,5.68 s,0.8284,0.2879,0.1006,0.1491
016_NAB_id_16_Environment_tr_1816_1st_3540,0.110661,2.58 s,0.55,0.3602,0.0722,0.1203
075_WSD_id_47_WebService_tr_3296_1st_3468,0.114544,4.81 s,0.581,0.0216,0.1863,0.0387
102_WSD_id_74_WebService_tr_3306_1st_3639,0.115,4.49 s,0.5448,0.017,0.1786,0.031
094_WSD_id_66_WebService_tr_3309_1st_3914,0.116292,4.43 s,0.4719,0.0144,0.129,0.0259
077_WSD_id_49_WebService_tr_3310_1st_3716,0.116532,4.49 s,0.4861,0.0346,0.1758,0.0578
850_OPPORTUNITY_id_9_HumanActivity_tr_895_1st_995,0.118425,4.94 s,0.6131,0.0439,0.0326,0.0374
085_WSD_id_57_WebService_tr_780_1st_880,0.123563,5.57 s,0.8422,0.6045,0.4884,0.5403
862_OPPORTUNITY_id_21_HumanActivity_tr_500_1st_566,0.125293,5.70 s,0.7056,0.3793,0.1359,0.2001
142_MSL_id_3_Sensor_tr_1525_1st_4575,0.127683,1.97 s,0.9608,0.5301,0.3655,0.4327
852_OPPORTUNITY_id_11_HumanActivity_tr_500_1st_566,0.129635,5.32 s,0.7363,0.3105,0.1365,0.1897
116_WSD_id_88_WebService_tr_3934_1st_13861,0.130181,5.25 s,0.8088,0.0081,0.5156,0.0159
475_UCR_id_173_Medical_tr_3000_1st_8612,0.130676,4.31 s,0.4994,0.018,0.0639,0.0281
361_UCR_id_59_Medical_tr_3000_1st_7175,0.130681,4.36 s,0.4913,0.014,0.0192,0.0162
523_UCR_id_221_Facility_tr_3000_1st_6527,0.130681,4.31 s,0.5171,0.0196,0.0609,0.0296
309_UCR_id_7_Medical_tr_3000_1st_5948,0.130792,4.36 s,0.5786,0.0049,0.0304,0.0085
325_UCR_id_23_Medical_tr_3000_1st_6168,0.130809,4.30 s,0.3467,0.0,0.0,0.0
869_OPPORTUNITY_id_28_HumanActivity_tr_500_1st_566,0.131428,5.71 s,0.7413,0.3037,0.0999,0.1504
133_WSD_id_105_WebService_tr_3934_1st_5937,0.132167,5.65 s,0.8774,0.0411,0.5644,0.0767
473_UCR_id_171_HumanActivity_tr_2617_1st_7290,0.133586,3.73 s,0.7161,0.0028,0.0877,0.0053
318_UCR_id_16_Medical_tr_2499_1st_7000,0.133587,3.56 s,0.5312,0.0059,0.0148,0.0085
483_UCR_id_181_Medical_tr_2499_1st_6508,0.133623,3.57 s,0.3534,0.0012,0.0055,0.002
857_OPPORTUNITY_id_16_HumanActivity_tr_500_1st_566,0.133627,5.67 s,0.7305,0.3115,0.1003,0.1517
437_UCR_id_135_Medical_tr_2499_1st_8000,0.133632,3.60 s,0.3619,0.0005,0.0047,0.0009
320_UCR_id_18_Medical_tr_2500_1st_7000,0.133732,3.55 s,0.5486,0.0046,0.0176,0.0073
306_UCR_id_4_Medical_tr_2507_1st_8500,0.134138,3.62 s,0.2832,0.0,0.0,0.0
310_UCR_id_8_HumanActivity_tr_2631_1st_8285,0.134155,3.82 s,0.4712,0.0003,0.002,0.0005
864_OPPORTUNITY_id_23_HumanActivity_tr_895_1st_995,0.134425,5.32 s,0.8992,0.4963,0.3244,0.3924
859_OPPORTUNITY_id_18_HumanActivity_tr_895_1st_995,0.135277,5.30 s,0.764,0.2982,0.2205,0.2536
073_WSD_id_45_WebService_tr_3392_1st_3492,0.135295,5.45 s,0.7846,0.356,0.3458,0.3509
041_WSD_id_13_WebService_tr_4296_1st_5196,0.135751,6.18 s,0.8075,1.0,0.1016,0.1844
049_WSD_id_21_WebService_tr_4297_1st_7097,0.135863,6.25 s,0.7491,0.0444,0.3281,0.0782
271_IOPS_id_12_WebService_tr_500_1st_341,0.136612,3.13 s,0.6501,0.0533,0.0739,0.0619
369_UCR_id_67_Sensor_tr_2750_1st_5400,0.136769,3.64 s,0.5789,0.0826,0.0818,0.0822
417_UCR_id_115_Sensor_tr_2750_1st_5400,0.136871,3.66 s,0.585,0.0631,0.078,0.0698
135_WSD_id_107_WebService_tr_3779_1st_3879,0.137953,5.16 s,0.9139,0.9471,0.5598,0.7037
111_WSD_id_83_WebService_tr_3934_1st_7531,0.139913,5.73 s,0.5784,0.0047,0.3312,0.0092
089_WSD_id_61_WebService_tr_1010_1st_1110,0.140915,5.88 s,0.8407,0.4755,0.4209,0.4466
051_WSD_id_23_WebService_tr_3919_1st_5154,0.14109,5.67 s,0.5826,0.0155,0.0998,0.0269
854_OPPORTUNITY_id_13_HumanActivity_tr_1477_1st_1577,0.142096,5.96 s,0.902,0.3717,0.3549,0.3631
188_SMD_id_11_Facility_tr_500_1st_392,0.142554,7.95 s,0.8342,1.0,0.0456,0.0872
870_OPPORTUNITY_id_29_HumanActivity_tr_1477_1st_1577,0.142983,6.06 s,0.7788,0.1184,0.1533,0.1336
038_WSD_id_10_WebService_tr_4042_1st_4142,0.143375,6.00 s,0.874,0.7238,0.5129,0.6003
039_WSD_id_11_WebService_tr_1746_1st_1846,0.144009,6.04 s,0.8339,0.9341,0.2895,0.442
128_WSD_id_100_WebService_tr_4068_1st_4168,0.144048,6.65 s,0.7022,0.3031,0.1475,0.1985
134_WSD_id_106_WebService_tr_4559_1st_7990,0.144058,6.57 s,0.761,0.206,0.1869,0.196
044_WSD_id_16_WebService_tr_4559_1st_6975,0.144459,6.65 s,0.6368,0.175,0.1245,0.1455
052_WSD_id_24_WebService_tr_4559_1st_9102,0.144472,6.55 s,0.6903,0.0619,0.25,0.0992
092_WSD_id_64_WebService_tr_500_1st_118,0.144486,6.65 s,0.8584,0.3262,0.418,0.3665
081_WSD_id_53_WebService_tr_4559_1st_8448,0.144561,6.08 s,0.8155,0.6406,0.128,0.2133
034_WSD_id_6_WebService_tr_4559_1st_8461,0.144562,6.11 s,0.7746,0.5183,0.2465,0.3341
066_WSD_id_38_WebService_tr_3320_1st_3420,0.144584,6.11 s,0.7915,0.3147,0.1932,0.2394
080_WSD_id_52_WebService_tr_1538_1st_1638,0.144619,6.10 s,0.7221,0.6698,0.2937,0.4084
136_WSD_id_108_WebService_tr_3414_1st_3514,0.14466,6.01 s,0.8192,0.7322,0.4052,0.5217
132_WSD_id_104_WebService_tr_4037_1st_4137,0.144672,6.05 s,0.7678,0.2649,0.3261,0.2923
180_SMD_id_3_Facility_tr_5925_1st_17580,0.145905,7.95 s,0.9905,1.0,0.2256,0.3682
139_WSD_id_111_WebService_tr_1701_1st_1801,0.146351,6.13 s,0.8304,0.935,0.4814,0.6355
526_UCR_id_224_Sensor_tr_2827_1st_4711,0.147321,3.71 s,0.4779,0.0013,0.0042,0.002
848_OPPORTUNITY_id_7_HumanActivity_tr_1477_1st_1577,0.147583,5.98 s,0.8462,0.3464,0.2591,0.2965
373_UCR_id_71_Sensor_tr_2827_1st_5988,0.147631,3.75 s,0.5317,0.0109,0.0427,0.0174
405_UCR_id_103_Sensor_tr_2827_1st_5988,0.147658,3.73 s,0.5358,0.0081,0.0276,0.0125
426_UCR_id_124_Sensor_tr_2827_1st_4711,0.147782,3.72 s,0.4806,0.0069,0.0261,0.0109
364_UCR_id_62_Sensor_tr_2833_1st_5988,0.147924,3.75 s,0.4659,0.0009,0.0028,0.0013
071_WSD_id_43_WebService_tr_3387_1st_3487,0.148057,6.05 s,0.7957,0.7636,0.0957,0.1701
313_UCR_id_11_Sensor_tr_2827_1st_4711,0.148333,3.68 s,0.4821,0.0045,0.0157,0.0071
449_UCR_id_147_Sensor_tr_2847_1st_9330,0.148541,3.73 s,0.7077,0.0053,0.1797,0.0102
316_UCR_id_14_Sensor_tr_2833_1st_5988,0.148688,4.11 s,0.4339,0.0021,0.0079,0.0033
344_UCR_id_42_Sensor_tr_2851_1st_5365,0.148868,4.06 s,0.3994,0.0,0.0,0.0
493_UCR_id_191_Sensor_tr_2847_1st_9330,0.149385,3.77 s,0.7148,0.0042,0.1523,0.0082
347_UCR_id_45_Sensor_tr_2851_1st_5365,0.149615,4.21 s,0.3972,0.0,0.0,0.0
047_WSD_id_19_WebService_tr_4559_1st_16362,0.149627,6.66 s,0.9718,0.0737,0.9358,0.1366
031_WSD_id_3_WebService_tr_826_1st_926,0.152664,6.62 s,0.9605,0.0585,0.6134,0.1068
124_WSD_id_96_WebService_tr_4559_1st_14350,0.152814,6.62 s,0.8495,0.0158,0.584,0.0308
120_WSD_id_92_WebService_tr_2329_1st_2429,0.152967,6.24 s,0.5023,0.0285,0.1245,0.0464
194_SMD_id_17_Facility_tr_5925_1st_17580,0.155003,8.60 s,0.9303,0.9332,0.2644,0.4121
539_SMAP_id_9_Sensor_tr_1857_1st_4270,0.155552,2.61 s,0.9456,0.2147,0.467,0.2942
090_WSD_id_62_WebService_tr_2281_1st_2381,0.156057,4.67 s,0.8601,0.9971,0.4853,0.6528
097_WSD_id_69_WebService_tr_4520_1st_6465,0.158561,6.56 s,0.4699,0.007,0.0769,0.0128
082_WSD_id_54_WebService_tr_4437_1st_4805,0.158652,6.49 s,0.8138,1.0,0.1175,0.2103
115_WSD_id_87_WebService_tr_2252_1st_2352,0.15867,6.76 s,0.4939,0.0478,0.1072,0.0661
030_WSD_id_2_WebService_tr_4499_1st_4599,0.158739,6.73 s,0.4588,0.0209,0.1051,0.0349
104_WSD_id_76_WebService_tr_3047_1st_3147,0.158752,6.19 s,0.5247,0.0407,0.1387,0.0629
091_WSD_id_63_WebService_tr_500_1st_363,0.158843,6.15 s,0.4765,0.0397,0.1073,0.0579
541_SMAP_id_11_Sensor_tr_1832_1st_5300,0.159049,2.45 s,0.6125,0.1425,0.0553,0.0797
125_WSD_id_97_WebService_tr_2217_1st_2317,0.159281,6.17 s,0.4808,0.0329,0.0918,0.0484
