dataset,size_in_MB,eval_time,AUC_ROC,Precision,Recall,F1
454_UCR_id_152_Medical_tr_9625_1st_20950,0.476081,17.68 s,0.7304,0.0238,0.0947,0.038
370_UCR_id_68_Medical_tr_9625_1st_12240,0.476615,17.67 s,0.6054,0.0047,0.0422,0.0085
418_UCR_id_116_Facility_tr_10000_1st_35774,0.506694,18.36 s,0.5335,0.015,0.0723,0.0249
468_UCR_id_166_Facility_tr_10000_1st_35774,0.506955,18.38 s,0.6446,0.0042,0.0266,0.0072
270_IOPS_id_11_WebService_tr_5638_1st_5738,0.53385,27.68 s,0.6947,0.2519,0.0645,0.1028
315_UCR_id_13_HumanActivity_tr_16000_1st_33070,0.570969,29.57 s,0.5252,0.0084,0.0874,0.0153
530_UCR_id_228_HumanActivity_tr_16250_1st_38500,0.571126,30.00 s,0.5551,0.0056,0.021,0.0088
507_UCR_id_205_HumanActivity_tr_16000_1st_31200,0.572229,29.59 s,0.5205,0.0159,0.0281,0.0203
311_UCR_id_9_HumanActivity_tr_16000_1st_38400,0.572485,29.52 s,0.4782,0.0205,0.0292,0.0241
247_SVDB_id_11_Medical_tr_20100_1st_23611,0.590485,37.38 s,0.5864,0.0269,0.0381,0.0316
830_Exathlon_id_21_Facility_tr_10766_1st_12590,0.6028,19.78 s,0.7805,0.9928,0.0674,0.1263
246_SVDB_id_10_Medical_tr_20100_1st_68460,0.610486,37.26 s,0.6574,0.0154,0.042,0.0226
430_UCR_id_128_HumanActivity_tr_12500_1st_46500,0.618361,23.09 s,0.5276,0.0077,0.0228,0.0115
413_UCR_id_111_Facility_tr_12500_1st_46600,0.620946,23.03 s,0.7288,0.0119,0.0077,0.0093
399_UCR_id_97_Facility_tr_19948_1st_52000,0.625147,36.67 s,0.7436,0.0157,0.0079,0.0105
458_UCR_id_156_Facility_tr_20000_1st_56600,0.626269,36.75 s,0.3158,0.0006,0.0007,0.0006
388_UCR_id_86_Facility_tr_17500_1st_23355,0.631133,32.22 s,0.7498,0.0052,0.2184,0.0102
828_Exathlon_id_19_Facility_tr_11663_1st_13482,0.649378,21.37 s,0.7946,0.992,0.087,0.16
831_Exathlon_id_22_Facility_tr_11665_1st_13484,0.653052,21.31 s,0.8797,0.955,0.1022,0.1847
820_Exathlon_id_11_Facility_tr_11665_1st_13484,0.653052,21.33 s,0.8797,0.955,0.1022,0.1847
826_Exathlon_id_17_Facility_tr_11665_1st_13484,0.653052,21.45 s,0.8797,0.955,0.1022,0.1847
834_Exathlon_id_25_Facility_tr_11665_1st_13484,0.653052,21.49 s,0.8797,0.955,0.1022,0.1847
423_UCR_id_121_Facility_tr_13750_1st_52600,0.675786,25.41 s,0.4974,0.0084,0.0159,0.011
404_UCR_id_102_Facility_tr_13750_1st_52600,0.693161,25.20 s,0.73,0.0383,0.1468,0.0607
266_IOPS_id_7_WebService_tr_4010_1st_4110,0.704388,41.11 s,0.604,0.7765,0.0505,0.0949
343_UCR_id_41_Facility_tr_14030_1st_52600,0.708986,25.86 s,0.6776,0.0044,0.0187,0.0072
223_LTDB_id_8_Medical_tr_4456_1st_4556,0.717566,46.74 s,0.5271,0.0256,0.0025,0.0045
222_LTDB_id_7_Medical_tr_3618_1st_3718,0.725365,46.76 s,0.6879,0.1038,0.0138,0.0244
221_LTDB_id_6_Medical_tr_500_1st_26,0.729598,46.59 s,0.5393,0.2884,0.015,0.0286
220_LTDB_id_5_Medical_tr_500_1st_26,0.736134,46.58 s,0.5551,0.297,0.0155,0.0295
224_LTDB_id_9_Medical_tr_4456_1st_4556,0.743696,46.62 s,0.5554,0.1686,0.0162,0.0296
238_SVDB_id_2_Medical_tr_25000_1st_71963,0.759757,46.58 s,0.6159,0.0177,0.0448,0.0254
498_UCR_id_196_Medical_tr_15000_1st_51370,0.7612,27.66 s,0.5533,0.0087,0.0175,0.0116
494_UCR_id_192_Facility_tr_22500_1st_72150,0.774517,41.81 s,0.5286,0.0049,0.0288,0.0083
219_LTDB_id_4_Medical_tr_3618_1st_3718,0.775251,46.58 s,0.6581,0.0518,0.0075,0.0131
265_IOPS_id_6_WebService_tr_6453_1st_6553,0.775753,59.85 s,0.9986,0.9691,0.5782,0.7242
217_LTDB_id_2_Medical_tr_500_1st_266,0.794884,46.37 s,0.5525,0.7098,0.0435,0.082
216_LTDB_id_1_Medical_tr_500_1st_266,0.795035,46.26 s,0.5163,0.3707,0.044,0.0787
218_LTDB_id_3_Medical_tr_500_1st_266,0.798263,46.29 s,0.5133,0.1254,0.0163,0.0289
314_UCR_id_12_HumanActivity_tr_16250_1st_38500,0.803115,30.00 s,0.5204,0.0044,0.0167,0.0069
505_UCR_id_203_HumanActivity_tr_16000_1st_33070,0.806356,29.36 s,0.4874,0.0054,0.0574,0.0099
381_UCR_id_79_HumanActivity_tr_16000_1st_31200,0.80659,29.56 s,0.518,0.0149,0.0268,0.0192
362_UCR_id_60_HumanActivity_tr_16000_1st_31200,0.806945,29.58 s,0.5176,0.0144,0.0256,0.0184
317_UCR_id_15_HumanActivity_tr_16000_1st_38400,0.806948,29.66 s,0.4695,0.015,0.0219,0.0179
264_IOPS_id_5_WebService_tr_11665_1st_11765,0.835015,27.75 s,0.6665,0.6335,0.0044,0.0088
345_UCR_id_43_Facility_tr_25000_1st_44630,0.901712,46.52 s,0.5197,0.0024,0.0256,0.0045
432_UCR_id_130_Facility_tr_23000_1st_26970,0.920007,42.73 s,0.6128,0.0125,0.0388,0.0189
253_SVDB_id_17_Medical_tr_17803_1st_17903,0.934776,61.04 s,0.5556,0.0273,0.0128,0.0174
241_SVDB_id_5_Medical_tr_11587_1st_11687,0.948198,60.91 s,0.62,0.017,0.0038,0.0062
237_SVDB_id_1_Medical_tr_11587_1st_11687,0.968883,60.82 s,0.6721,0.0708,0.0163,0.0266
244_SVDB_id_8_Medical_tr_17803_1st_17903,0.969218,60.79 s,0.5566,0.0247,0.0151,0.0187
248_SVDB_id_12_Medical_tr_18462_1st_18562,0.974199,60.86 s,0.6485,0.1414,0.0427,0.0656
262_IOPS_id_3_WebService_tr_7028_1st_7128,0.990205,57.73 s,0.8354,0.3649,0.0736,0.1225
529_UCR_id_227_Facility_tr_19948_1st_52000,0.990419,36.64 s,0.6874,0.0163,0.0082,0.0109
312_UCR_id_10_Facility_tr_19948_1st_52000,0.991067,36.57 s,0.7137,0.0144,0.0072,0.0096
308_UCR_id_6_Facility_tr_20000_1st_56600,0.993139,36.61 s,0.3526,0.0006,0.0006,0.0006
406_UCR_id_104_Facility_tr_20000_1st_67950,0.993701,36.71 s,0.6064,0.0097,0.0887,0.0175
240_SVDB_id_4_Medical_tr_18462_1st_18562,0.999064,60.35 s,0.6571,0.0822,0.0331,0.0472
409_UCR_id_107_Facility_tr_20000_1st_67950,1.007367,36.74 s,0.5956,0.0101,0.0865,0.0181
456_UCR_id_154_Facility_tr_22500_1st_72150,1.106989,41.79 s,0.5788,0.0063,0.0359,0.0107
307_UCR_id_5_Facility_tr_29895_1st_39240,1.115576,55.81 s,0.5495,0.0021,0.0433,0.004
349_UCR_id_47_Facility_tr_29954_1st_74900,1.117768,55.88 s,0.5326,0.0013,0.0264,0.0024
472_UCR_id_170_Facility_tr_32000_1st_67995,1.15202,59.65 s,0.9079,0.0001,0.4902,0.0003
379_UCR_id_77_Facility_tr_32191_1st_124159,1.159004,60.07 s,0.546,0.0144,0.0647,0.0235
491_UCR_id_189_Facility_tr_32372_1st_114000,1.166502,60.35 s,0.394,0.0,0.0,0.0
431_UCR_id_129_Facility_tr_32500_1st_114283,1.17002,60.64 s,0.7414,0.0001,0.0076,0.0003
263_IOPS_id_4_WebService_tr_3482_1st_3582,1.17809,69.58 s,0.8376,0.9917,0.0265,0.0515
272_IOPS_id_13_WebService_tr_3442_1st_3542,1.178433,69.86 s,0.8562,0.9591,0.1802,0.3034
242_SVDB_id_6_Medical_tr_10726_1st_10826,1.306346,84.68 s,0.6686,0.0252,0.0333,0.0286
461_UCR_id_159_Medical_tr_45096_1st_131200,1.311793,84.63 s,0.4496,0.0,0.0002,0.0
274_IOPS_id_15_WebService_tr_4591_1st_4691,1.316538,69.53 s,0.6794,0.8617,0.0198,0.0387
273_IOPS_id_14_WebService_tr_5569_1st_5669,1.321487,69.48 s,0.7097,0.5149,0.0862,0.1477
243_SVDB_id_7_Medical_tr_11393_1st_11493,1.338788,84.56 s,0.5718,0.0325,0.018,0.0232
245_SVDB_id_9_Medical_tr_12607_1st_12707,1.345818,84.52 s,0.5973,0.0487,0.0112,0.0182
276_IOPS_id_17_WebService_tr_19197_1st_19297,1.363378,42.15 s,0.6965,0.8568,0.0088,0.0175
375_UCR_id_73_Medical_tr_47500_1st_123000,1.37629,88.76 s,0.8444,0.0069,0.0797,0.0127
457_UCR_id_155_Medical_tr_49999_1st_143000,1.44833,93.45 s,0.7536,0.0048,0.0622,0.0089
453_UCR_id_151_Facility_tr_32000_1st_67995,1.521983,59.26 s,0.9034,0.0001,0.451,0.0003
336_UCR_id_34_Facility_tr_32191_1st_124159,1.53105,59.68 s,0.5293,0.0151,0.0646,0.0245
497_UCR_id_195_Facility_tr_32372_1st_114000,1.539636,59.95 s,0.4008,0.0,0.0,0.0
340_UCR_id_38_Facility_tr_32500_1st_114283,1.545897,60.12 s,0.7369,0.0001,0.0058,0.0002
487_UCR_id_185_Medical_tr_49938_1st_191200,1.548461,93.19 s,0.5346,0.0031,0.026,0.0055
416_UCR_id_114_Medical_tr_50000_1st_91200,1.639709,98.94 s,0.6134,0.0017,0.0154,0.0031
226_MGAB_id_2_Synthetic_tr_20000_1st_45134,1.661721,36.73 s,0.5477,0.0037,0.0541,0.0069
255_SVDB_id_19_Medical_tr_50000_1st_54982,1.694378,107.88 s,0.5452,0.0728,0.0329,0.0453
256_SVDB_id_20_Medical_tr_6264_1st_6364,1.696119,108.32 s,0.5316,0.0381,0.0151,0.0217
250_SVDB_id_14_Medical_tr_50000_1st_107354,1.729542,108.25 s,0.6784,0.0728,0.0478,0.0577
249_SVDB_id_13_Medical_tr_50000_1st_54982,1.764737,108.24 s,0.5826,0.0749,0.0315,0.0444
239_SVDB_id_3_Medical_tr_50000_1st_106634,1.765595,108.40 s,0.6403,0.0429,0.0389,0.0408
352_UCR_id_50_HumanActivity_tr_48750_1st_110800,1.789849,91.22 s,0.7554,0.0,0.0385,0.0
414_UCR_id_112_HumanActivity_tr_48750_1st_143411,1.790252,91.36 s,0.5571,0.0008,0.0396,0.0016
323_UCR_id_21_HumanActivity_tr_48812_1st_128430,1.793711,91.40 s,0.3808,0.0,0.0,0.0
392_UCR_id_90_HumanActivity_tr_48750_1st_130700,1.795081,91.38 s,0.5391,0.0125,0.0516,0.0202
425_UCR_id_123_Medical_tr_16700_1st_16800,1.835622,93.85 s,0.6275,0.0055,0.0827,0.0103
459_UCR_id_157_HumanActivity_tr_50000_1st_110260,1.837091,93.80 s,0.3828,0.0,0.0,0.0
254_SVDB_id_18_Medical_tr_30824_1st_30924,1.928823,108.38 s,0.6415,0.0666,0.0313,0.0425
251_SVDB_id_15_Medical_tr_5421_1st_5521,2.025738,108.28 s,0.5415,0.0088,0.0027,0.0041
252_SVDB_id_16_Medical_tr_12167_1st_12267,2.050972,108.46 s,0.5593,0.019,0.0142,0.0162
229_MGAB_id_5_Synthetic_tr_25000_1st_33098,2.07675,46.51 s,0.5613,0.0028,0.0362,0.0052
232_MGAB_id_8_Synthetic_tr_25000_1st_32708,2.076784,46.45 s,0.5739,0.0057,0.0748,0.0107
228_MGAB_id_4_Synthetic_tr_25000_1st_38948,2.076801,46.51 s,0.5802,0.0049,0.0641,0.0092
230_MGAB_id_6_Synthetic_tr_25000_1st_42441,2.076821,46.48 s,0.5073,0.0013,0.0169,0.0024
227_MGAB_id_3_Synthetic_tr_25000_1st_44340,2.076862,46.43 s,0.5944,0.0044,0.0569,0.0081
225_MGAB_id_1_Synthetic_tr_25000_1st_38478,2.076937,46.53 s,0.6276,0.006,0.0783,0.0112
231_MGAB_id_7_Synthetic_tr_25000_1st_35544,2.077069,46.51 s,0.6016,0.0043,0.056,0.008
233_MGAB_id_9_Synthetic_tr_25000_1st_41300,2.077097,46.46 s,0.522,0.0024,0.0314,0.0045
476_UCR_id_174_Facility_tr_50000_1st_64632,2.284522,141.49 s,0.6433,0.003,0.0611,0.0057
365_UCR_id_63_Facility_tr_50000_1st_210720,2.285467,141.42 s,0.5002,0.0029,0.0205,0.0051
510_UCR_id_208_Facility_tr_50000_1st_126920,2.285612,141.44 s,0.6195,0.0045,0.0454,0.0082
455_UCR_id_153_Facility_tr_50000_1st_163632,2.363487,139.43 s,0.5112,0.0056,0.0191,0.0086
433_UCR_id_131_Facility_tr_50000_1st_106720,2.376919,140.19 s,0.5037,0.002,0.0129,0.0035
422_UCR_id_120_Facility_tr_50000_1st_150720,2.436517,140.23 s,0.4191,0.0001,0.0008,0.0002
368_UCR_id_66_Facility_tr_50000_1st_125720,2.436771,140.14 s,0.5703,0.0037,0.0195,0.0062
421_UCR_id_119_HumanActivity_tr_48750_1st_130700,2.454113,90.77 s,0.5435,0.0085,0.0333,0.0136
439_UCR_id_137_HumanActivity_tr_48750_1st_110800,2.454161,90.87 s,0.8431,0.0,0.0385,0.0
355_UCR_id_53_HumanActivity_tr_48750_1st_143411,2.45458,91.05 s,0.5443,0.0009,0.0402,0.0017
341_UCR_id_39_HumanActivity_tr_48812_1st_128430,2.457336,90.95 s,0.4469,0.0,0.0,0.0
337_UCR_id_35_HumanActivity_tr_50000_1st_110260,2.516521,93.16 s,0.3407,0.0,0.0,0.0
440_UCR_id_138_Medical_tr_16700_1st_16800,2.516984,93.14 s,0.5906,0.0046,0.0658,0.0086
525_UCR_id_223_Facility_tr_50000_1st_250720,2.557531,141.30 s,0.6105,0.0066,0.0344,0.0111
480_UCR_id_178_Facility_tr_50000_1st_160720,2.647841,141.65 s,0.5343,0.0077,0.0384,0.0129
170_MITDB_id_1_Medical_tr_17675_1st_17775,4.223807,242.88 s,0.5269,0.0374,0.0085,0.0138
550_SWaT_id_1_Sensor_tr_43700_1st_43800,4.599934,200.35 s,0.2005,0.1047,0.0123,0.022
172_MITDB_id_3_Medical_tr_27274_1st_27374,5.144202,312.31 s,0.3712,0.0104,0.0102,0.0103
174_MITDB_id_5_Medical_tr_50000_1st_539948,5.213417,316.06 s,0.6332,0.0067,0.0958,0.0125
176_MITDB_id_7_Medical_tr_6232_1st_6332,5.351151,313.29 s,0.632,0.2274,0.0526,0.0854
173_MITDB_id_4_Medical_tr_13620_1st_13720,5.429973,691.11 s,0.4492,0.0208,0.0036,0.0061
175_MITDB_id_6_Medical_tr_27274_1st_27374,5.433638,309.35 s,0.5453,0.0292,0.0102,0.0151
171_MITDB_id_2_Medical_tr_50000_1st_88864,5.462176,316.72 s,0.6493,0.0293,0.0155,0.0203
177_MITDB_id_8_Medical_tr_17675_1st_17775,5.474354,313.35 s,0.5351,0.0439,0.0194,0.0269
286_CATSv2_id_1_Sensor_tr_17792_1st_17892,6.314508,141.26 s,0.6215,1.0,0.0112,0.0222
331_UCR_id_29_Facility_tr_50000_1st_837400,8.769557,437.46 s,0.4885,0.0005,0.002,0.0008
503_UCR_id_201_Facility_tr_50000_1st_593450,8.771665,436.24 s,0.9256,0.0004,0.0424,0.0008
384_UCR_id_82_Facility_tr_50000_1st_884100,8.794346,438.13 s,0.5850,0.0002,0.0104,0.0003
